1.16425,1.16531,1.1654,1.16549,1.16616,1.1666,1.16585,1.16719,1.16717,1.16697,1.16751,1.16662,1.16702,1.16756,1.16772,1.16752,1.16697,1.16722,1.16629,1.16712,1.16748,1.16722,1.16677,1.16651,1.16635,1.16606,1.16595,1.16615,1.16577,1.16530,1.16450,1.16445,1.16483,1.16429,1.16420,1.16423
1,1.01,1.02,1.03,1.04,1.05,1.06,1.07,1.08,1.09,1.10,1.11,1.12,1.13,1.14,1.15,1.16,1.17,1.18,1.19,1.20,1.21,1.22,1.23,1.24,1.25,1.26,1.27,1.28,1.29,1.30,1.31,1.32,1.33,1.34,1.35
